1,15,541.84,201.98,25.08,66.28,1,-1,-1,-1
1,14,324.75,228.69,22.55,23.11,1,-1,-1,-1
1,13,569.13,198.29,27.12,75.85,1,-1,-1,-1
1,12,230.44,229.00,24.31,15.03,1,-1,-1,-1
1,11,303.22,229.36,26.14,18.68,1,-1,-1,-1
1,10,556.04,201.98,27.01,60.81,1,-1,-1,-1
1,9,154.21,230.42,27.00,20.45,1,-1,-1,-1
1,8,312.53,228.77,25.46,21.06,1,-1,-1,-1
1,7,82.85,234.24,38.80,24.26,1,-1,-1,-1
1,6,338.03,225.75,30.35,32.61,1,-1,-1,-1
1,5,357.96,227.08,44.37,41.64,1,-1,-1,-1
1,4,120.39,232.23,31.51,23.42,1,-1,-1,-1
1,3,102.96,232.31,34.25,23.86,1,-1,-1,-1
1,2,387.06,198.60,136.36,104.55,1,-1,-1,-1
1,1,345.20,228.09,31.98,35.78,1,-1,-1,-1
2,16,239.70,231.35,21.63,15.16,1,-1,-1,-1
2,15,541.84,201.98,25.08,66.28,1,-1,-1,-1
2,14,319.19,228.71,24.12,22.93,1,-1,-1,-1
2,13,582.14,199.63,25.92,75.51,1,-1,-1,-1
2,12,231.40,229.25,24.25,15.27,1,-1,-1,-1
2,11,303.29,229.14,26.99,19.25,1,-1,-1,-1
2,10,549.29,202.54,25.85,59.49,1,-1,-1,-1
2,9,154.20,230.74,26.98,20.33,1,-1,-1,-1
2,8,312.53,228.77,25.46,21.06,1,-1,-1,-1
2,7,83.04,235.33,36.86,23.41,1,-1,-1,-1
2,6,339.14,226.17,30.21,33.23,1,-1,-1,-1
2,5,358.31,227.50,47.61,44.05,1,-1,-1,-1
2,4,119.94,232.36,32.04,23.97,1,-1,-1,-1
2,3,101.72,233.50,34.26,23.70,1,-1,-1,-1
2,2,394.03,199.81,137.55,105.18,1,-1,-1,-1
2,1,345.12,228.22,33.26,35.79,1,-1,-1,-1
3,17,557.70,201.63,25.79,65.57,1,-1,-1,-1
3,16,240.06,232.25,20.97,15.21,1,-1,-1,-1
3,15,541.84,201.98,25.08,66.28,1,-1,-1,-1
3,14,318.61,228.87,24.18,22.45,1,-1,-1,-1
3,13,592.39,199.87,26.56,78.61,1,-1,-1,-1
3,12,232.16,229.82,24.05,15.27,1,-1,-1,-1
3,11,303.67,229.25,26.74,19.20,1,-1,-1,-1
3,10,542.42,203.47,24.96,57.43,1,-1,-1,-1
3,9,153.56,230.99,27.42,20.36,1,-1,-1,-1
3,8,312.53,228.77,25.46,21.06,1,-1,-1,-1
3,7,81.58,235.60,37.67,23.89,1,-1,-1,-1
3,6,340.11,225.88,29.88,33.61,1,-1,-1,-1
3,5,361.71,226.79,48.31,45.05,1,-1,-1,-1
3,4,119.03,233.44,31.04,23.47,1,-1,-1,-1
3,3,101.97,234.38,34.04,23.41,1,-1,-1,-1
3,2,400.21,198.80,140.77,108.42,1,-1,-1,-1
3,1,346.05,228.28,33.16,35.54,1,-1,-1,-1
4,17,568.12,203.53,28.52,74.11,1,-1,-1,-1
4,16,239.77,232.29,21.03,15.31,1,-1,-1,-1
4,14,319.10,228.90,24.54,22.43,1,-1,-1,-1
4,13,600.29,198.54,28.19,80.79,1,-1,-1,-1
4,12,232.68,229.76,23.76,15.19,1,-1,-1,-1
4,11,303.63,229.26,26.73,19.20,1,-1,-1,-1
4,10,535.56,204.44,24.03,55.29,1,-1,-1,-1
4,9,152.99,230.91,27.82,20.31,1,-1,-1,-1
4,7,78.76,235.62,38.73,24.06,1,-1,-1,-1
4,6,340.37,225.94,30.16,34.16,1,-1,-1,-1
4,5,364.41,227.15,49.03,45.69,1,-1,-1,-1
4,4,114.68,233.47,31.90,23.92,1,-1,-1,-1
4,3,101.97,235.27,33.80,23.24,1,-1,-1,-1
4,2,402.29,197.60,146.85,112.04,1,-1,-1,-1
4,1,346.79,228.26,33.78,35.99,1,-1,-1,-1
5,19,186.87,233.56,24.14,14.72,1,-1,-1,-1
5,18,220.48,231.63,23.41,15.88,1,-1,-1,-1
5,17,576.70,201.40,27.54,74.35,1,-1,-1,-1
5,16,238.17,232.15,21.54,15.51,1,-1,-1,-1
5,14,320.51,229.35,25.21,22.89,1,-1,-1,-1
5,13,608.78,195.98,29.30,86.41,1,-1,-1,-1
5,12,231.59,230.05,23.85,15.35,1,-1,-1,-1
5,11,304.27,229.63,25.84,18.77,1,-1,-1,-1
5,9,152.16,231.23,29.09,20.78,1,-1,-1,-1
5,7,75.55,235.90,40.26,24.79,1,-1,-1,-1
5,6,338.46,226.92,28.63,32.69,1,-1,-1,-1
5,5,366.50,227.78,49.83,46.60,1,-1,-1,-1
5,4,113.29,233.73,32.39,24.22,1,-1,-1,-1
5,3,101.97,236.15,33.56,23.07,1,-1,-1,-1
5,2,406.41,196.76,152.24,115.87,1,-1,-1,-1
5,1,346.43,228.07,33.32,35.80,1,-1,-1,-1
6,19,191.56,232.44,26.05,16.10,1,-1,-1,-1
6,18,217.11,231.71,22.37,15.50,1,-1,-1,-1
6,17,591.28,205.23,27.98,75.44,1,-1,-1,-1
6,16,237.91,232.46,21.05,15.28,1,-1,-1,-1
6,14,321.23,229.89,25.54,23.36,1,-1,-1,-1
6,13,617.86,195.25,30.16,88.95,1,-1,-1,-1
6,12,231.56,230.41,23.25,15.19,1,-1,-1,-1
6,11,307.62,230.32,25.02,18.68,1,-1,-1,-1
6,9,151.53,231.77,29.86,21.26,1,-1,-1,-1
6,7,72.21,236.64,41.69,25.43,1,-1,-1,-1
6,6,338.05,227.32,28.30,32.32,1,-1,-1,-1
6,5,369.22,226.52,53.93,49.48,1,-1,-1,-1
6,4,112.25,234.29,33.55,24.88,1,-1,-1,-1
6,2,413.31,196.44,162.05,120.51,1,-1,-1,-1
6,1,345.84,228.03,33.68,35.98,1,-1,-1,-1
7,20,354.72,227.17,37.35,40.25,1,-1,-1,-1
7,19,196.37,231.59,25.71,16.20,1,-1,-1,-1
7,18,217.30,231.60,22.07,15.52,1,-1,-1,-1
7,17,603.23,199.29,30.25,80.02,1,-1,-1,-1
7,16,237.90,232.49,20.88,15.20,1,-1,-1,-1
7,14,321.80,229.83,25.67,23.52,1,-1,-1,-1
7,13,626.96,194.54,31.00,91.42,1,-1,-1,-1
7,12,231.51,230.57,22.76,15.10,1,-1,-1,-1
7,11,308.94,230.31,24.48,18.60,1,-1,-1,-1
7,9,150.48,231.94,30.30,21.56,1,-1,-1,-1
7,7,69.88,236.77,41.73,25.46,1,-1,-1,-1
7,6,337.64,227.72,27.98,31.95,1,-1,-1,-1
7,5,371.55,226.14,57.19,50.35,1,-1,-1,-1
7,4,110.91,234.43,34.12,25.14,1,-1,-1,-1
7,2,420.54,195.02,169.90,125.73,1,-1,-1,-1
7,1,345.90,227.20,34.49,36.76,1,-1,-1,-1
8,21,210.73,231.37,21.67,16.39,1,-1,-1,-1
8,20,359.68,230.67,31.13,35.74,1,-1,-1,-1
8,19,198.60,231.13,25.40,16.23,1,-1,-1,-1
8,18,219.61,231.16,21.47,15.19,1,-1,-1,-1
8,17,610.20,201.66,30.64,84.63,1,-1,-1,-1
8,16,236.41,231.43,21.34,15.39,1,-1,-1,-1
8,14,321.10,228.90,26.24,23.75,1,-1,-1,-1
8,12,229.18,230.68,22.77,15.40,1,-1,-1,-1
8,11,309.49,229.92,23.93,18.44,1,-1,-1,-1
8,9,149.70,231.73,30.54,21.65,1,-1,-1,-1
8,7,68.11,236.78,42.06,25.62,1,-1,-1,-1
8,5,374.42,225.56,59.40,50.95,1,-1,-1,-1
8,4,110.64,234.26,34.07,24.89,1,-1,-1,-1
8,2,426.49,192.64,176.43,129.72,1,-1,-1,-1
8,1,347.62,225.65,34.99,37.42,1,-1,-1,-1
9,22,331.01,230.35,20.55,22.13,1,-1,-1,-1
9,21,210.73,231.37,21.67,16.39,1,-1,-1,-1
9,20,358.95,228.25,31.20,36.41,1,-1,-1,-1
9,19,202.30,230.80,25.60,16.55,1,-1,-1,-1
9,18,220.54,230.97,21.00,14.85,1,-1,-1,-1
9,17,620.59,201.55,31.63,87.37,1,-1,-1,-1
9,16,234.79,230.69,22.12,15.79,1,-1,-1,-1
9,14,321.04,228.32,26.59,23.69,1,-1,-1,-1
9,12,228.66,230.95,22.68,15.34,1,-1,-1,-1
9,11,309.59,229.62,23.77,18.41,1,-1,-1,-1
