1,2,345.20,228.09,31.98,35.78,1.00,-1,-1,-1
1,2,387.06,198.60,136.36,104.55,1.00,-1,-1,-1
1,2,102.96,232.31,34.25,23.86,1.00,-1,-1,-1
1,2,120.39,232.23,31.51,23.42,1.00,-1,-1,-1
1,2,357.96,227.08,44.37,41.64,1.00,-1,-1,-1
1,2,338.03,225.75,30.35,32.61,1.00,-1,-1,-1
1,2,82.85,234.24,38.80,24.26,1.00,-1,-1,-1
1,2,312.53,228.77,25.46,21.06,1.00,-1,-1,-1
1,2,154.21,230.42,27.00,20.45,1.00,-1,-1,-1
1,0,556.04,201.98,27.01,60.81,1.00,-1,-1,-1
1,2,303.22,229.36,26.14,18.68,1.00,-1,-1,-1
1,2,230.44,229.00,24.31,15.03,1.00,-1,-1,-1
1,0,569.13,198.29,27.12,75.85,1.00,-1,-1,-1
1,2,324.75,228.69,22.55,23.11,1.00,-1,-1,-1
1,0,541.84,201.98,25.08,66.28,1.00,-1,-1,-1
2,2,344.83,228.52,33.83,35.19,1.00,-1,-1,-1
2,2,393.95,199.87,137.72,105.05,1.00,-1,-1,-1
2,2,101.67,233.54,34.37,23.63,1.00,-1,-1,-1
2,2,119.99,232.32,31.95,24.04,1.00,-1,-1,-1
2,2,154.17,230.76,27.04,20.28,1.00,-1,-1,-1
2,2,339.30,225.99,29.89,33.59,1.00,-1,-1,-1
2,2,358.16,227.64,47.91,43.78,1.00,-1,-1,-1
2,2,318.80,229.07,24.90,22.21,1.00,-1,-1,-1
2,0,549.42,202.24,25.59,60.09,1.00,-1,-1,-1
2,0,582.39,198.90,25.43,76.97,1.00,-1,-1,-1
2,2,83.17,235.25,36.59,23.58,1.00,-1,-1,-1
2,2,231.50,229.18,24.04,15.40,1.00,-1,-1,-1
2,2,303.28,229.15,27.01,19.23,1.00,-1,-1,-1
2,2,239.70,231.35,21.63,15.16,1.00,-1,-1,-1
3,2,346.09,228.41,33.11,35.25,1.00,-1,-1,-1
3,2,400.38,198.23,140.47,109.46,1.00,-1,-1,-1
3,2,119.23,233.47,30.49,23.46,1.00,-1,-1,-1
3,2,153.34,231.08,27.81,20.17,1.00,-1,-1,-1
3,2,340.39,225.54,29.29,34.19,1.00,-1,-1,-1
3,2,101.99,234.43,34.17,23.26,1.00,-1,-1,-1
3,2,362.15,226.71,47.65,44.98,1.00,-1,-1,-1
3,2,318.74,229.15,24.44,21.88,1.00,-1,-1,-1
3,2,232.25,229.80,23.85,15.34,1.00,-1,-1,-1
3,0,592.31,198.98,26.50,80.47,1.00,-1,-1,-1
3,2,81.31,235.46,38.17,24.16,1.00,-1,-1,-1
3,0,557.70,201.63,25.79,65.57,1.00,-1,-1,-1
3,2,303.82,229.27,26.42,19.16,1.00,-1,-1,-1
3,2,240.23,232.13,20.63,15.46,1.00,-1,-1,-1
4,2,346.66,228.33,34.13,35.92,1.00,-1,-1,-1
4,2,400.54,197.67,149.40,111.83,1.00,-1,-1,-1
4,2,152.73,231.01,28.32,19.98,1.00,-1,-1,-1
4,2,113.86,233.34,32.55,24.01,1.00,-1,-1,-1
4,2,364.51,227.44,48.69,45.31,1.00,-1,-1,-1
4,2,340.34,225.80,30.07,34.54,1.00,-1,-1,-1
4,2,319.26,229.10,24.95,22.07,1.00,-1,-1,-1
4,0,568.26,203.15,28.23,74.88,1.00,-1,-1,-1
4,2,232.75,229.62,23.51,15.24,1.00,-1,-1,-1
4,0,599.25,198.93,29.48,79.33,1.00,-1,-1,-1
4,2,303.62,229.28,26.62,19.14,1.00,-1,-1,-1
4,2,77.95,235.68,39.89,23.78,1.00,-1,-1,-1
4,2,239.75,232.19,21.04,15.41,1.00,-1,-1,-1
5,2,405.83,196.67,153.62,116.26,1.00,-1,-1,-1
5,2,346.36,228.00,32.61,35.75,1.00,-1,-1,-1
5,2,151.59,231.44,30.32,20.63,1.00,-1,-1,-1
5,2,113.55,233.68,32.66,24.26,1.00,-1,-1,-1
5,2,320.87,229.51,25.65,22.96,1.00,-1,-1,-1
5,2,74.76,235.90,41.39,24.97,1.00,-1,-1,-1
5,2,366.49,227.96,49.43,46.62,1.00,-1,-1,-1
5,0,608.82,193.49,28.79,91.14,1.00,-1,-1,-1
5,2,231.17,229.98,23.80,15.58,1.00,-1,-1,-1
5,2,220.48,231.63,23.41,15.88,1.00,-1,-1,-1
5,2,304.74,229.73,24.94,18.64,1.00,-1,-1,-1
5,0,577.21,200.57,26.05,74.99,1.00,-1,-1,-1
5,2,237.75,232.12,21.96,15.47,1.00,-1,-1,-1
5,2,338.18,227.36,27.32,31.83,1.00,-1,-1,-1
5,2,186.87,233.56,24.14,14.72,1.00,-1,-1,-1
6,2,71.45,236.84,42.74,25.46,1.00,-1,-1,-1
6,2,345.37,228.12,34.05,35.85,1.00,-1,-1,-1
6,2,151.36,231.91,30.24,21.36,1.00,-1,-1,-1
6,2,321.46,229.93,25.41,23.67,1.00,-1,-1,-1
6,2,411.26,197.39,169.84,119.43,1.00,-1,-1,-1
6,2,112.34,234.34,34.52,25.07,1.00,-1,-1,-1
6,2,368.24,226.06,57.18,50.07,1.00,-1,-1,-1
6,2,231.84,230.38,22.48,15.25,1.00,-1,-1,-1
